title,url,summary,overall_sentiment_score,overall_sentiment_label,ticker_relevance_score,ticker_sentiment_score,ticker_sentiment_label,time_published,neg,neu,pos,compound
Fair Isaac  ( NYSE:FICO )  Now Covered by StockNews.com,https://www.defenseworld.net/2023/03/16/fair-isaac-nysefico-now-covered-by-stocknews-com.html,"Equities research analysts at StockNews.com initiated coverage on shares of Fair Isaac ( NYSE:FICO - Get Rating ) in a research note issued to investors on Thursday. The brokerage set a ""hold"" rating on the technology company's stock. FICO has been the subject of several other research reports.",0.264612,Somewhat-Bullish,,0.111941,Neutral,20230316T062253,0.0,0.911,0.089,0.5423
StockNews.com Initiates Coverage on Edwards Lifesciences  ( NYSE:EW ) ,https://www.defenseworld.net/2023/03/16/stocknews-com-initiates-coverage-on-edwards-lifesciences-nyseew.html,StockNews.com Initiates Coverage on Edwards Lifesciences ( NYSE ... Defense World ...,0.291591,Somewhat-Bullish,,0.252633,Somewhat-Bullish,20230316T062253,0.0,0.88,0.12,0.128
StockNews.com Initiates Coverage on Forum Energy Technologies  ( NYSE:FET ) ,https://www.defenseworld.net/2023/03/16/stocknews-com-initiates-coverage-on-forum-energy-technologies-nysefet.html,StockNews.com Initiates Coverage on Forum Energy Technologies ... Defense World ...,0.22052,Somewhat-Bullish,,0.217478,Somewhat-Bullish,20230316T062252,0.0,0.714,0.286,0.3818
Flowers Foods  ( NYSE:FLO )  Coverage Initiated at StockNews.com,https://www.defenseworld.net/2023/03/16/flowers-foods-nyseflo-coverage-initiated-at-stocknews-com.html,"Stock analysts at StockNews.com assumed coverage on shares of Flowers Foods ( NYSE:FLO - Get Rating ) in a report issued on Thursday. The brokerage set a ""buy"" rating on the stock.",0.312856,Somewhat-Bullish,,0.172312,Somewhat-Bullish,20230316T062252,0.0,0.934,0.066,0.296
StockNews.com Begins Coverage on Franco-Nevada  ( NYSE:FNV ) ,https://www.defenseworld.net/2023/03/16/stocknews-com-begins-coverage-on-franco-nevada-nysefnv.html,"Equities research analysts at StockNews.com began coverage on shares of Franco-Nevada ( NYSE:FNV - Get Rating ) ( TSE:FNV ) in a report issued on Thursday. The brokerage set a ""hold"" rating on the basic materials company's stock. FNV has been the subject of a number of other reports.",0.261587,Somewhat-Bullish,,0.198086,Somewhat-Bullish,20230316T062252,0.0,0.931,0.069,0.3612
F.N.B.  ( NYSE:FNB )  Receives New Coverage from Analysts at StockNews.com,https://www.defenseworld.net/2023/03/16/f-n-b-nysefnb-receives-new-coverage-from-analysts-at-stocknews-com.html,F.N.B. ( NYSE:FNB ) Receives New Coverage from Analysts at ... Defense World ...,0.305527,Somewhat-Bullish,,0.205919,Somewhat-Bullish,20230316T062251,0.0,0.897,0.103,0.128
Exelon  ( NYSE:EXC )  Research Coverage Started at StockNews.com,https://www.defenseworld.net/2023/03/16/exelon-nyseexc-research-coverage-started-at-stocknews-com.html,"Stock analysts at StockNews.com initiated coverage on shares of Exelon ( NYSE:EXC - Get Rating ) in a research note issued to investors on Thursday. The brokerage set a ""hold"" rating on the stock. NYSE EXC opened at $41.84 on Thursday. The company's 50-day moving average price is $41.88.",0.269675,Somewhat-Bullish,,0.189038,Somewhat-Bullish,20230316T062251,0.0,0.956,0.044,0.296
Euronav  ( NYSE:EURN )  Receives New Coverage from Analysts at StockNews.com,https://www.defenseworld.net/2023/03/16/euronav-nyseeurn-receives-new-coverage-from-analysts-at-stocknews-com.html,Euronav ( NYSE:EURN ) Receives New Coverage from Analysts at ... Defense World ...,0.218648,Somewhat-Bullish,,0.049596,Neutral,20230316T062250,0.0,0.897,0.103,0.128
First BanCorp.  ( NYSE:FBP )  Earns Hold Rating from Analysts at StockNews.com,https://www.defenseworld.net/2023/03/16/first-bancorp-nysefbp-earns-hold-rating-from-analysts-at-stocknews-com.html,First BanCorp. ( NYSE:FBP ) Earns Hold Rating from Analysts at ... Defense World ...,0.357083,Bullish,,0.232107,Somewhat-Bullish,20230316T062250,0.0,0.903,0.097,0.128
First American Financial  ( NYSE:FAF )  Coverage Initiated at StockNews.com,https://www.defenseworld.net/2023/03/16/first-american-financial-nysefaf-coverage-initiated-at-stocknews-com.html,First American Financial ( NYSE:FAF ) Coverage Initiated at ... Defense World ...,0.303422,Somewhat-Bullish,,0.179914,Somewhat-Bullish,20230316T062250,0.0,0.889,0.111,0.128
StockNews.com Begins Coverage on FLEETCOR Technologies  ( NYSE:FLT ) ,https://www.defenseworld.net/2023/03/16/stocknews-com-begins-coverage-on-fleetcor-technologies-nyseflt.html,StockNews.com Begins Coverage on FLEETCOR Technologies ... Defense World ...,0.250019,Somewhat-Bullish,,0.204114,Somewhat-Bullish,20230316T062250,0.0,0.857,0.143,0.128
Comfort Systems USA  ( NYSE:FIX )  Now Covered by Analysts at StockNews.com,https://www.defenseworld.net/2023/03/16/comfort-systems-usa-nysefix-now-covered-by-analysts-at-stocknews-com.html,Comfort Systems USA ( NYSE:FIX ) Now Covered by Analysts at ... Defense World ...,0.265177,Somewhat-Bullish,,0.178205,Somewhat-Bullish,20230316T062250,0.0,0.765,0.235,0.4588
Flowserve  ( NYSE:FLS )  Now Covered by StockNews.com,https://www.defenseworld.net/2023/03/16/flowserve-nysefls-now-covered-by-stocknews-com.html,"Equities research analysts at StockNews.com started coverage on shares of Flowserve ( NYSE:FLS - Get Rating ) in a report issued on Thursday. The firm set a ""buy"" rating on the industrial products company's stock. A number of other research analysts have also commented on the stock. Robert W.",0.280149,Somewhat-Bullish,,0.190027,Somewhat-Bullish,20230316T062249,0.0,0.931,0.069,0.3612
First Commonwealth Financial  ( NYSE:FCF )  Now Covered by Analysts at StockNews.com,https://www.defenseworld.net/2023/03/16/first-commonwealth-financial-nysefcf-now-covered-by-analysts-at-stocknews-com.html,First Commonwealth Financial ( NYSE:FCF ) Now Covered by ... Defense World ...,0.340487,Somewhat-Bullish,,0.237774,Somewhat-Bullish,20230316T062249,0.0,0.889,0.111,0.128
Eagle Materials  ( NYSE:EXP )  Research Coverage Started at StockNews.com,https://www.defenseworld.net/2023/03/16/eagle-materials-nyseexp-research-coverage-started-at-stocknews-com.html,Eagle Materials ( NYSE:EXP ) Research Coverage Started at ... Defense World ...,0.23068,Somewhat-Bullish,,0.184762,Somewhat-Bullish,20230316T062248,0.0,0.889,0.111,0.128
Cedar Fair  ( NYSE:FUN )  Coverage Initiated by Analysts at StockNews.com,https://www.defenseworld.net/2023/03/16/cedar-fair-nysefun-coverage-initiated-by-analysts-at-stocknews-com.html,Cedar Fair ( NYSE:FUN ) Coverage Initiated by Analysts at ... Defense World ...,0.315511,Somewhat-Bullish,,0.298122,Somewhat-Bullish,20230316T061650,0.0,0.759,0.241,0.4215
StockNews.com Initiates Coverage on First Republic Bank  ( NYSE:FRC ) ,https://www.defenseworld.net/2023/03/16/stocknews-com-initiates-coverage-on-first-republic-bank-nysefrc.html,StockNews.com Initiates Coverage on First Republic Bank ( NYSE ... Defense World ...,0.327618,Somewhat-Bullish,,0.268114,Somewhat-Bullish,20230316T061649,0.0,0.889,0.111,0.128
StockNews.com Begins Coverage on Ameriprise Financial  ( NYSE:AMP ) ,https://www.defenseworld.net/2023/03/16/stocknews-com-begins-coverage-on-ameriprise-financial-nyseamp.html,StockNews.com Begins Coverage on Ameriprise Financial ( NYSE ... Defense World ...,0.304246,Somewhat-Bullish,,0.264382,Somewhat-Bullish,20230316T061649,0.0,0.88,0.12,0.128
FTAI Aviation  ( NYSE:FTAI )  Now Covered by StockNews.com,https://www.defenseworld.net/2023/03/16/ftai-aviation-nyseftai-now-covered-by-stocknews-com.html,"Analysts at StockNews.com started coverage on shares of FTAI Aviation ( NYSE:FTAI - Get Rating ) in a research report issued on Thursday. The brokerage set a ""sell"" rating on the financial services provider's stock. Other equities research analysts have also issued reports about the stock.",0.28108,Somewhat-Bullish,,0.18855,Somewhat-Bullish,20230316T061647,0.0,0.953,0.047,0.296
Gannett  ( NYSE:GCI )  Now Covered by Analysts at StockNews.com,https://www.defenseworld.net/2023/03/16/gannett-nysegci-now-covered-by-analysts-at-stocknews-com.html,"Research analysts at StockNews.com started coverage on shares of Gannett ( NYSE:GCI - Get Rating ) in a research report issued on Thursday. The firm set a ""hold"" rating on the stock.",0.276947,Somewhat-Bullish,,0.261677,Somewhat-Bullish,20230316T061641,0.0,0.934,0.066,0.296
GasLog Partners  ( NYSE:GLOP )  Research Coverage Started at StockNews.com,https://www.defenseworld.net/2023/03/16/gaslog-partners-nyseglop-research-coverage-started-at-stocknews-com.html,GasLog Partners ( NYSE:GLOP ) Research Coverage Started at ... Defense World ...,0.370077,Bullish,,0.199993,Somewhat-Bullish,20230316T061447,0.0,0.889,0.111,0.128
Graham  ( NYSE:GHC )  Coverage Initiated by Analysts at StockNews.com,https://www.defenseworld.net/2023/03/16/graham-nyseghc-coverage-initiated-by-analysts-at-stocknews-com.html,Graham ( NYSE:GHC ) Coverage Initiated by Analysts at StockNews ... Defense World ...,0.348238,Somewhat-Bullish,,0.191001,Somewhat-Bullish,20230316T061446,0.0,0.897,0.103,0.128
Greif  ( NYSE:GEF )  Receives New Coverage from Analysts at StockNews.com,https://www.defenseworld.net/2023/03/16/greif-nysegef-receives-new-coverage-from-analysts-at-stocknews-com.html,Greif ( NYSE:GEF ) Receives New Coverage from Analysts at ... Defense World ...,0.282775,Somewhat-Bullish,,0.159858,Somewhat-Bullish,20230316T061446,0.0,0.897,0.103,0.128
StockNews.com Initiates Coverage on Guess'  ( NYSE:GES ) ,https://www.defenseworld.net/2023/03/16/stocknews-com-initiates-coverage-on-guess-nyseges.html,"Investment analysts at StockNews.com began coverage on shares of Guess' ( NYSE:GES - Get Rating ) in a report issued on Thursday. The firm set a ""hold"" rating on the stock. Other analysts have also issued research reports about the stock.",0.31098,Somewhat-Bullish,,0.197862,Somewhat-Bullish,20230316T061445,0.0,0.948,0.052,0.296
Green Dot  ( NYSE:GDOT )  Coverage Initiated at StockNews.com,https://www.defenseworld.net/2023/03/16/green-dot-nysegdot-coverage-initiated-at-stocknews-com.html,"Equities researchers at StockNews.com assumed coverage on shares of Green Dot ( NYSE:GDOT - Get Rating ) in a research note issued on Thursday. The brokerage set a ""hold"" rating on the financial services provider's stock.",0.282882,Somewhat-Bullish,,0.22124,Somewhat-Bullish,20230316T061445,0.0,0.941,0.059,0.296
General Mills  ( NYSE:GIS )  Coverage Initiated at StockNews.com,https://www.defenseworld.net/2023/03/16/general-mills-nysegis-coverage-initiated-at-stocknews-com.html,"Analysts at StockNews.com assumed coverage on shares of General Mills ( NYSE:GIS - Get Rating ) in a note issued to investors on Thursday. The brokerage set a ""hold"" rating on the stock. GIS has been the topic of a number of other reports.",0.269228,Somewhat-Bullish,,0.187072,Somewhat-Bullish,20230316T061445,0.0,0.923,0.077,0.3612
Keurig Dr Pepper  ( NYSE:KDP )  Coverage Initiated by Analysts at StockNews.com,https://www.defenseworld.net/2023/03/16/keurig-dr-pepper-nysekdp-coverage-initiated-by-analysts-at-stocknews-com.html,Keurig Dr Pepper ( NYSE:KDP ) Coverage Initiated by Analysts at ... Defense World ...,0.300652,Somewhat-Bullish,,0.34601,Somewhat-Bullish,20230316T061445,0.0,0.903,0.097,0.128
Genesis Energy  ( NYSE:GEL )  Coverage Initiated by Analysts at StockNews.com,https://www.defenseworld.net/2023/03/16/genesis-energy-nysegel-coverage-initiated-by-analysts-at-stocknews-com.html,Genesis Energy ( NYSE:GEL ) Coverage Initiated by Analysts at ... Defense World ...,0.27092,Somewhat-Bullish,,0.185559,Somewhat-Bullish,20230316T061444,0.0,0.769,0.231,0.3818
GameStop  ( NYSE:GME )  Coverage Initiated by Analysts at StockNews.com,https://www.defenseworld.net/2023/03/16/gamestop-nysegme-coverage-initiated-by-analysts-at-stocknews-com.html,GameStop ( NYSE:GME ) Coverage Initiated by Analysts at ... Defense World ...,0.313689,Somewhat-Bullish,,0.275917,Somewhat-Bullish,20230316T061444,0.0,0.889,0.111,0.128
CGI  ( NYSE:GIB )  Coverage Initiated at StockNews.com,https://www.defenseworld.net/2023/03/16/cgi-nysegib-coverage-initiated-at-stocknews-com.html,"Equities researchers at StockNews.com started coverage on shares of CGI ( NYSE:GIB - Get Rating ) ( TSE:GIB.A ) in a report released on Thursday. The brokerage set a ""hold"" rating on the technology company's stock. Other equities research analysts have also issued reports about the stock.",0.280752,Somewhat-Bullish,,0.176612,Somewhat-Bullish,20230316T061444,0.0,0.954,0.046,0.296
Gildan Activewear  ( NYSE:GIL )  Coverage Initiated by Analysts at StockNews.com,https://www.defenseworld.net/2023/03/16/gildan-activewear-nysegil-coverage-initiated-by-analysts-at-stocknews-com.html,Gildan Activewear ( NYSE:GIL ) Coverage Initiated by Analysts at ... Defense World ...,0.244573,Somewhat-Bullish,,0.24558,Somewhat-Bullish,20230316T061444,0.0,0.897,0.103,0.128
Tapestry  ( NYSE:TPR )  Receives New Coverage from Analysts at StockNews.com,https://www.defenseworld.net/2023/03/16/tapestry-nysetpr-receives-new-coverage-from-analysts-at-stocknews-com.html,Tapestry ( NYSE:TPR ) Receives New Coverage from Analysts at ... Defense World ...,0.356513,Bullish,,0.165329,Somewhat-Bullish,20230316T061444,0.0,0.897,0.103,0.128
Valaris  ( NYSE:VAL )  Now Covered by StockNews.com,https://www.defenseworld.net/2023/03/16/valaris-nyseval-now-covered-by-stocknews-com.html,"Equities research analysts at StockNews.com began coverage on shares of Valaris ( NYSE:VAL - Get Rating ) in a report issued on Thursday. The brokerage set a ""sell"" rating on the stock. Other analysts have also recently issued research reports about the stock.",0.239772,Somewhat-Bullish,,0.100498,Neutral,20230316T061443,0.0,0.95,0.05,0.296
Glaukos  ( NYSE:GKOS )  Now Covered by Analysts at StockNews.com,https://www.defenseworld.net/2023/03/16/glaukos-nysegkos-now-covered-by-analysts-at-stocknews-com.html,"Equities research analysts at StockNews.com began coverage on shares of Glaukos ( NYSE:GKOS - Get Rating ) in a research report issued to clients and investors on Thursday. The brokerage set a ""sell"" rating on the medical instruments supplier's stock. GKOS has been the topic of a number of ...",0.227459,Somewhat-Bullish,,0.203775,Somewhat-Bullish,20230316T061442,0.0,0.932,0.068,0.3612
Glatfelter  ( NYSE:GLT )  Coverage Initiated by Analysts at StockNews.com,https://www.defenseworld.net/2023/03/16/glatfelter-nyseglt-coverage-initiated-by-analysts-at-stocknews-com.html,Glatfelter ( NYSE:GLT ) Coverage Initiated by Analysts at StockNews ... Defense World ...,0.288562,Somewhat-Bullish,,0.205733,Somewhat-Bullish,20230316T061442,0.0,0.897,0.103,0.128
Globant  ( NYSE:GLOB )  Research Coverage Started at StockNews.com,https://www.defenseworld.net/2023/03/16/globant-nyseglob-research-coverage-started-at-stocknews-com.html,"StockNews.com started coverage on shares of Globant ( NYSE:GLOB - Get Rating ) in a research note issued on Thursday. The brokerage set a ""hold"" rating on the information technology services provider's stock. Several other equities research analysts have also issued reports on the stock.",0.267746,Somewhat-Bullish,,0.181512,Somewhat-Bullish,20230316T061442,0.0,0.952,0.048,0.296
StockNews.com Begins Coverage on Genworth Financial  ( NYSE:GNW ) ,https://www.defenseworld.net/2023/03/16/stocknews-com-begins-coverage-on-genworth-financial-nysegnw.html,StockNews.com Begins Coverage on Genworth Financial ( NYSE ... Defense World ...,0.258491,Somewhat-Bullish,,0.220971,Somewhat-Bullish,20230316T060045,0.0,0.88,0.12,0.128
GSK  ( NYSE:GSK )  Now Covered by StockNews.com,https://www.defenseworld.net/2023/03/16/gsk-nysegsk-now-covered-by-stocknews-com.html,"StockNews.com began coverage on shares of GSK ( NYSE:GSK - Get Rating ) in a research note issued to investors on Thursday. The firm set a ""buy"" rating on the pharmaceutical company's stock. Several other analysts have also weighed in on the company.",0.240805,Somewhat-Bullish,,0.172383,Somewhat-Bullish,20230316T060044,0.0,0.95,0.05,0.296
Graphic Packaging  ( NYSE:GPK )  Research Coverage Started at StockNews.com,https://www.defenseworld.net/2023/03/16/graphic-packaging-nysegpk-research-coverage-started-at-stocknews-com.html,Graphic Packaging ( NYSE:GPK ) Research Coverage Started at ... Defense World ...,0.298944,Somewhat-Bullish,,0.227058,Somewhat-Bullish,20230316T060044,0.0,0.889,0.111,0.128
The Goldman Sachs Group  ( NYSE:GS )  Now Covered by StockNews.com,https://www.defenseworld.net/2023/03/16/the-goldman-sachs-group-nysegs-now-covered-by-stocknews-com.html,The Goldman Sachs Group ( NYSE:GS ) Now Covered by StockNews ... Defense World ...,0.29837,Somewhat-Bullish,,0.230224,Somewhat-Bullish,20230316T060044,0.0,0.903,0.097,0.128
GeoPark  ( NYSE:GPRK )  Coverage Initiated at StockNews.com,https://www.defenseworld.net/2023/03/16/geopark-nysegprk-coverage-initiated-at-stocknews-com.html,"Equities researchers at StockNews.com began coverage on shares of GeoPark ( NYSE:GPRK - Get Rating ) in a report issued on Thursday. The brokerage set a ""strong-buy"" rating on the oil and gas company's stock. GeoPark stock opened at $10.93 on Thursday.",0.35848,Bullish,,0.202104,Somewhat-Bullish,20230316T060043,0.0,0.949,0.051,0.296
StockNews.com Begins Coverage on Genuine Parts  ( NYSE:GPC ) ,https://www.defenseworld.net/2023/03/16/stocknews-com-begins-coverage-on-genuine-parts-nysegpc.html,"Stock analysts at StockNews.com started coverage on shares of Genuine Parts ( NYSE:GPC - Get Rating ) in a note issued to investors on Thursday. The brokerage set a ""buy"" rating on the specialty retailer's stock.",0.304075,Somewhat-Bullish,,0.171481,Somewhat-Bullish,20230316T060043,0.0,0.941,0.059,0.296
Generac  ( NYSE:GNRC )  Now Covered by StockNews.com,https://www.defenseworld.net/2023/03/16/generac-nysegnrc-now-covered-by-stocknews-com.html,"Research analysts at StockNews.com began coverage on shares of Generac ( NYSE:GNRC - Get Rating ) in a report issued on Thursday. The brokerage set a ""hold"" rating on the technology company's stock.",0.231433,Somewhat-Bullish,,0.1811,Somewhat-Bullish,20230316T060043,0.0,0.936,0.064,0.296
StockNews.com Initiates Coverage on Global Ship Lease  ( NYSE:GSL ) ,https://www.defenseworld.net/2023/03/16/stocknews-com-initiates-coverage-on-global-ship-lease-nysegsl.html,"Stock analysts at StockNews.com assumed coverage on shares of Global Ship Lease ( NYSE:GSL - Get Rating ) in a research note issued to investors on Thursday. The brokerage set a ""buy"" rating on the shipping company's stock.",0.313692,Somewhat-Bullish,,0.169365,Somewhat-Bullish,20230316T055849,0.0,0.944,0.056,0.296
Gray Television  ( NYSE:GTN )  Now Covered by Analysts at StockNews.com,https://www.defenseworld.net/2023/03/16/gray-television-nysegtn-now-covered-by-analysts-at-stocknews-com.html,Gray Television ( NYSE:GTN ) Now Covered by Analysts at ... Defense World ...,0.249747,Somewhat-Bullish,,0.245993,Somewhat-Bullish,20230316T055849,0.0,0.897,0.103,0.128
StockNews.com Initiates Coverage on Granite Construction  ( NYSE:GVA ) ,https://www.defenseworld.net/2023/03/16/stocknews-com-initiates-coverage-on-granite-construction-nysegva.html,StockNews.com Initiates Coverage on Granite Construction ( NYSE ... Defense World ...,0.326307,Somewhat-Bullish,,0.138985,Neutral,20230316T055848,0.0,0.88,0.12,0.128
Getty Realty  ( NYSE:GTY )  Now Covered by StockNews.com,https://www.defenseworld.net/2023/03/16/getty-realty-nysegty-now-covered-by-stocknews-com.html,"Equities research analysts at StockNews.com assumed coverage on shares of Getty Realty ( NYSE:GTY - Get Rating ) in a report issued on Thursday. The firm set a ""hold"" rating on the real estate investment trust's stock. Several other equities analysts also recently commented on GTY. Robert W.",0.238819,Somewhat-Bullish,,0.224559,Somewhat-Bullish,20230316T055848,0.0,0.955,0.045,0.296
Haemonetics  ( NYSE:HAE )  Earns Buy Rating from Analysts at StockNews.com,https://www.defenseworld.net/2023/03/16/haemonetics-nysehae-earns-buy-rating-from-analysts-at-stocknews-com.html,Haemonetics ( NYSE:HAE ) Earns Buy Rating from Analysts at ... Defense World ...,0.338341,Somewhat-Bullish,,0.20402,Somewhat-Bullish,20230316T055847,0.0,0.897,0.103,0.128
W.W. Grainger  ( NYSE:GWW )  Receives New Coverage from Analysts at StockNews.com,https://www.defenseworld.net/2023/03/16/w-w-grainger-nysegww-receives-new-coverage-from-analysts-at-stocknews-com.html,W.W. Grainger ( NYSE:GWW ) Receives New Coverage from ... Defense World ...,0.278434,Somewhat-Bullish,,0.189581,Somewhat-Bullish,20230316T055847,0.0,0.889,0.111,0.128
Hanesbrands  ( NYSE:HBI )  Receives New Coverage from Analysts at StockNews.com,https://www.defenseworld.net/2023/03/16/hanesbrands-nysehbi-receives-new-coverage-from-analysts-at-stocknews-com.html,Hanesbrands ( NYSE:HBI ) Receives New Coverage from Analysts at ... Defense World ...,0.288881,Somewhat-Bullish,,0.154752,Somewhat-Bullish,20230316T055846,0.0,0.897,0.103,0.128
Halliburton  ( NYSE:HAL )  Earns Buy Rating from Analysts at StockNews.com,https://www.defenseworld.net/2023/03/16/halliburton-nysehal-earns-buy-rating-from-analysts-at-stocknews-com.html,Halliburton ( NYSE:HAL ) Earns Buy Rating from Analysts at ... Defense World ...,0.315187,Somewhat-Bullish,,0.195091,Somewhat-Bullish,20230316T055846,0.0,0.897,0.103,0.128
Encompass Health  ( NYSE:EHC )  Earns Hold Rating from Analysts at StockNews.com,https://www.defenseworld.net/2023/03/16/encompass-health-nyseehc-earns-hold-rating-from-analysts-at-stocknews-com.html,Encompass Health ( NYSE:EHC ) Earns Hold Rating from Analysts at ... Defense World ...,0.227861,Somewhat-Bullish,,0.162032,Somewhat-Bullish,20230316T055845,0.0,0.903,0.097,0.128
Welltower  ( NYSE:WELL )  Now Covered by Analysts at StockNews.com,https://www.defenseworld.net/2023/03/16/welltower-nysewell-now-covered-by-analysts-at-stocknews-com.html,"StockNews.com began coverage on shares of Welltower ( NYSE:WELL - Get Rating ) in a report issued on Thursday. The brokerage set a ""sell"" rating on the real estate investment trust's stock.",0.291438,Somewhat-Bullish,,0.215224,Somewhat-Bullish,20230316T055845,0.0,0.934,0.066,0.296
StockNews.com Begins Coverage on Harmony Gold Mining  ( NYSE:HMY ) ,https://www.defenseworld.net/2023/03/16/stocknews-com-begins-coverage-on-harmony-gold-mining-nysehmy.html,StockNews.com Begins Coverage on Harmony Gold Mining ( NYSE ... Defense World ...,0.282943,Somewhat-Bullish,,0.194488,Somewhat-Bullish,20230316T055844,0.0,0.724,0.276,0.4939
Honda Motor  ( NYSE:HMC )  Receives New Coverage from Analysts at StockNews.com,https://www.defenseworld.net/2023/03/16/honda-motor-nysehmc-receives-new-coverage-from-analysts-at-stocknews-com.html,Honda Motor ( NYSE:HMC ) Receives New Coverage from Analysts ... Defense World ...,0.313476,Somewhat-Bullish,,0.191857,Somewhat-Bullish,20230316T055844,0.0,0.897,0.103,0.128
Hawaiian Electric Industries  ( NYSE:HE )  Now Covered by Analysts at StockNews.com,https://www.defenseworld.net/2023/03/16/hawaiian-electric-industries-nysehe-now-covered-by-analysts-at-stocknews-com.html,Hawaiian Electric Industries ( NYSE:HE ) Now Covered by Analysts at ... Defense World ...,0.277129,Somewhat-Bullish,,0.207076,Somewhat-Bullish,20230316T055844,0.0,0.903,0.097,0.128
Hilton Worldwide  ( NYSE:HLT )  Research Coverage Started at StockNews.com,https://www.defenseworld.net/2023/03/16/hilton-worldwide-nysehlt-research-coverage-started-at-stocknews-com.html,Hilton Worldwide ( NYSE:HLT ) Research Coverage Started at ... Defense World ...,0.303388,Somewhat-Bullish,,0.192164,Somewhat-Bullish,20230316T055844,0.0,0.889,0.111,0.128
Home Depot  ( NYSE:HD )  Now Covered by StockNews.com,https://www.defenseworld.net/2023/03/16/home-depot-nysehd-now-covered-by-stocknews-com.html,"Stock analysts at StockNews.com initiated coverage on shares of Home Depot ( NYSE:HD - Get Rating ) in a report released on Thursday. The brokerage set a ""hold"" rating on the home improvement retailer's stock. Several other analysts have also weighed in on the stock.",0.324535,Somewhat-Bullish,,0.248163,Somewhat-Bullish,20230316T055844,0.0,0.892,0.108,0.6369
HEICO  ( NYSE:HEI )  Research Coverage Started at StockNews.com,https://www.defenseworld.net/2023/03/16/heico-nysehei-research-coverage-started-at-stocknews-com.html,"Research analysts at StockNews.com began coverage on shares of HEICO ( NYSE:HEI - Get Rating ) in a research note issued on Thursday. The brokerage set a ""hold"" rating on the aerospace company's stock. Other equities analysts have also issued reports about the stock.",0.301988,Somewhat-Bullish,,0.238288,Somewhat-Bullish,20230316T055844,0.0,0.951,0.049,0.296
Huntington Ingalls Industries  ( NYSE:HII )  Coverage Initiated at StockNews.com,https://www.defenseworld.net/2023/03/16/huntington-ingalls-industries-nysehii-coverage-initiated-at-stocknews-com.html,Huntington Ingalls Industries ( NYSE:HII ) Coverage Initiated at ... Defense World ...,0.260307,Somewhat-Bullish,,0.110773,Neutral,20230316T055844,0.0,0.889,0.111,0.128
Elevance Health  ( NYSE:ELV )  Coverage Initiated by Analysts at StockNews.com,https://www.defenseworld.net/2023/03/16/elevance-health-nyseelv-coverage-initiated-by-analysts-at-stocknews-com.html,Elevance Health ( NYSE:ELV ) Coverage Initiated by Analysts at ... Defense World ...,0.237412,Somewhat-Bullish,,0.175501,Somewhat-Bullish,20230316T055446,0.0,0.897,0.103,0.128
StockNews.com Initiates Coverage on Skyline Champion  ( NYSE:SKY ) ,https://www.defenseworld.net/2023/03/16/stocknews-com-initiates-coverage-on-skyline-champion-nysesky.html,"Research analysts at StockNews.com assumed coverage on shares of Skyline Champion ( NYSE:SKY - Get Rating ) in a report released on Thursday. The firm set a ""hold"" rating on the stock. SKY has been the subject of several other reports.",0.33062,Somewhat-Bullish,,0.257982,Somewhat-Bullish,20230316T055251,0.0,0.865,0.135,0.7269
Ares Management  ( NYSE:ARES )  Research Coverage Started at StockNews.com,https://www.defenseworld.net/2023/03/16/ares-management-nyseares-research-coverage-started-at-stocknews-com.html,Ares Management ( NYSE:ARES ) Research Coverage Started at ... Defense World ...,0.355777,Bullish,,0.301316,Somewhat-Bullish,20230316T055250,0.0,0.889,0.111,0.128
Arcos Dorados  ( NYSE:ARCO )  Coverage Initiated by Analysts at StockNews.com,https://www.defenseworld.net/2023/03/16/arcos-dorados-nysearco-coverage-initiated-by-analysts-at-stocknews-com.html,Arcos Dorados ( NYSE:ARCO ) Coverage Initiated by Analysts at ... Defense World ...,0.247876,Somewhat-Bullish,,0.189166,Somewhat-Bullish,20230316T055249,0.0,0.897,0.103,0.128
StockNews.com Initiates Coverage on Ardmore Shipping  ( NYSE:ASC ) ,https://www.defenseworld.net/2023/03/16/stocknews-com-initiates-coverage-on-ardmore-shipping-nyseasc.html,"Stock analysts at StockNews.com started coverage on shares of Ardmore Shipping ( NYSE:ASC - Get Rating ) in a research note issued to investors on Thursday. The brokerage set a ""buy"" rating on the shipping company's stock.",0.204865,Somewhat-Bullish,,0.197592,Somewhat-Bullish,20230316T055246,0.0,0.942,0.058,0.296
Ashland  ( NYSE:ASH )  Coverage Initiated at StockNews.com,https://www.defenseworld.net/2023/03/16/ashland-nyseash-coverage-initiated-at-stocknews-com.html,"Research analysts at StockNews.com assumed coverage on shares of Ashland ( NYSE:ASH - Get Rating ) in a report issued on Thursday. The brokerage set a ""hold"" rating on the basic materials company's stock. ASH has been the topic of a number of other reports.",0.293183,Somewhat-Bullish,,0.286977,Somewhat-Bullish,20230316T055246,0.0,0.925,0.075,0.3612
Ring Energy  ( NYSE:REI )  Research Coverage Started at StockNews.com,https://www.defenseworld.net/2023/03/16/ring-energy-nyserei-research-coverage-started-at-stocknews-com.html,Ring Energy ( NYSE:REI ) Research Coverage Started at StockNews ... Defense World ...,0.477574,Bullish,,0.445738,Bullish,20230316T055046,0.0,0.769,0.231,0.3818
